owner,repo,issue_id,url,id,node_id,user_id,created_at,updated_at,author_association,body,performed_via_github_app,comments_url,html_url,issue_url
brianlovin,security-checklist,748487683,https://api.github.com/repos/brianlovin/security-checklist/issues/comments/732651143,732651143,MDEyOklzc3VlQ29tbWVudDczMjY1MTE0Mw==,1923260,2020-11-24T04:50:07Z,2020-11-24T04:50:07Z,OWNER,@dependabot recreate,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/662/comments,https://github.com/brianlovin/security-checklist/pull/662#issuecomment-732651143,https://api.github.com/repos/brianlovin/security-checklist/issues/662
brianlovin,security-checklist,748487683,https://api.github.com/repos/brianlovin/security-checklist/issues/comments/732652706,732652706,MDEyOklzc3VlQ29tbWVudDczMjY1MjcwNg==,49699333,2020-11-24T04:55:20Z,2020-11-24T04:55:20Z,CONTRIBUTOR,Superseded by #666.,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/662/comments,https://github.com/brianlovin/security-checklist/pull/662#issuecomment-732652706,https://api.github.com/repos/brianlovin/security-checklist/issues/662
brianlovin,security-checklist,748487131,https://api.github.com/repos/brianlovin/security-checklist/issues/comments/731939703,731939703,MDEyOklzc3VlQ29tbWVudDczMTkzOTcwMw==,35613825,2020-11-23T05:44:33Z,2020-11-24T05:03:13Z,NONE,"This pull request is being automatically deployed with Vercel ([learn more](https://vercel.link/github-learn-more)).  
To see the status of your deployment, click below or on the icon next to each commit.

🔍 Inspect: [https://vercel.com/brianlovin/security-checklist/5fxdml22l](https://vercel.com/brianlovin/security-checklist/5fxdml22l)  
✅ Preview: [https://security-checklist-git-dependabot-npmandyarnnext-1002.brianlovin.vercel.app](https://security-checklist-git-dependabot-npmandyarnnext-1002.brianlovin.vercel.app)

",NA,https://api.github.com/repos/brianlovin/security-checklist/issues/661/comments,https://github.com/brianlovin/security-checklist/pull/661#issuecomment-731939703,https://api.github.com/repos/brianlovin/security-checklist/issues/661
brianlovin,security-checklist,748487131,https://api.github.com/repos/brianlovin/security-checklist/issues/comments/732651168,732651168,MDEyOklzc3VlQ29tbWVudDczMjY1MTE2OA==,1923260,2020-11-24T04:50:10Z,2020-11-24T04:50:10Z,OWNER,@dependabot recreate,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/661/comments,https://github.com/brianlovin/security-checklist/pull/661#issuecomment-732651168,https://api.github.com/repos/brianlovin/security-checklist/issues/661
brianlovin,security-checklist,748487131,https://api.github.com/repos/brianlovin/security-checklist/issues/comments/732671224,732671224,MDEyOklzc3VlQ29tbWVudDczMjY3MTIyNA==,1923260,2020-11-24T05:56:06Z,2020-11-24T05:56:06Z,OWNER,@dependabot recreate,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/661/comments,https://github.com/brianlovin/security-checklist/pull/661#issuecomment-732671224,https://api.github.com/repos/brianlovin/security-checklist/issues/661
brianlovin,security-checklist,748487131,https://api.github.com/repos/brianlovin/security-checklist/issues/comments/732703049,732703049,MDEyOklzc3VlQ29tbWVudDczMjcwMzA0OQ==,49699333,2020-11-24T07:13:48Z,2020-11-24T07:13:48Z,CONTRIBUTOR,Superseded by #667.,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/661/comments,https://github.com/brianlovin/security-checklist/pull/661#issuecomment-732703049,https://api.github.com/repos/brianlovin/security-checklist/issues/661
brianlovin,security-checklist,743489803,https://api.github.com/repos/brianlovin/security-checklist/issues/comments/727748969,727748969,MDEyOklzc3VlQ29tbWVudDcyNzc0ODk2OQ==,35613825,2020-11-16T05:44:01Z,2020-11-16T05:46:24Z,NONE,"This pull request is being automatically deployed with Vercel ([learn more](https://vercel.link/github-learn-more)).  
To see the status of your deployment, click below or on the icon next to each commit.

🔍 Inspect: [https://vercel.com/brianlovin/security-checklist/n85t9dpjf](https://vercel.com/brianlovin/security-checklist/n85t9dpjf)  
✅ Preview: [https://security-checklist-git-dependabot-npmandyarnnext-seo-4170.brianlovin.vercel.app](https://security-checklist-git-dependabot-npmandyarnnext-seo-4170.brianlovin.vercel.app)

",NA,https://api.github.com/repos/brianlovin/security-checklist/issues/660/comments,https://github.com/brianlovin/security-checklist/pull/660#issuecomment-727748969,https://api.github.com/repos/brianlovin/security-checklist/issues/660
brianlovin,security-checklist,743489279,https://api.github.com/repos/brianlovin/security-checklist/issues/comments/727748613,727748613,MDEyOklzc3VlQ29tbWVudDcyNzc0ODYxMw==,35613825,2020-11-16T05:43:08Z,2020-11-16T05:47:14Z,NONE,"This pull request is being automatically deployed with Vercel ([learn more](https://vercel.link/github-learn-more)).  
To see the status of your deployment, click below or on the icon next to each commit.

🔍 Inspect: [https://vercel.com/brianlovin/security-checklist/o3up0vifw](https://vercel.com/brianlovin/security-checklist/o3up0vifw)  
✅ Preview: [https://security-checklist-git-dependabot-npmandyarncypress-560.brianlovin.vercel.app](https://security-checklist-git-dependabot-npmandyarncypress-560.brianlovin.vercel.app)

",NA,https://api.github.com/repos/brianlovin/security-checklist/issues/659/comments,https://github.com/brianlovin/security-checklist/pull/659#issuecomment-727748613,https://api.github.com/repos/brianlovin/security-checklist/issues/659
brianlovin,security-checklist,743487977,https://api.github.com/repos/brianlovin/security-checklist/issues/comments/727747686,727747686,MDEyOklzc3VlQ29tbWVudDcyNzc0NzY4Ng==,35613825,2020-11-16T05:40:26Z,2020-11-16T05:43:48Z,NONE,"This pull request is being automatically deployed with Vercel ([learn more](https://vercel.link/github-learn-more)).  
To see the status of your deployment, click below or on the icon next to each commit.

🔍 Inspect: [https://vercel.com/brianlovin/security-checklist/jjo9uaifv](https://vercel.com/brianlovin/security-checklist/jjo9uaifv)  
✅ Preview: [https://security-checklist-git-dependabot-npmandyarnflow-bin-01380.brianlovin.vercel.app](https://security-checklist-git-dependabot-npmandyarnflow-bin-01380.brianlovin.vercel.app)

",NA,https://api.github.com/repos/brianlovin/security-checklist/issues/658/comments,https://github.com/brianlovin/security-checklist/pull/658#issuecomment-727747686,https://api.github.com/repos/brianlovin/security-checklist/issues/658
brianlovin,security-checklist,738699515,https://api.github.com/repos/brianlovin/security-checklist/issues/comments/723770733,723770733,MDEyOklzc3VlQ29tbWVudDcyMzc3MDczMw==,35613825,2020-11-09T05:43:17Z,2020-11-09T06:05:21Z,NONE,"This pull request is being automatically deployed with Vercel ([learn more](https://vercel.link/github-learn-more)).  
To see the status of your deployment, click below or on the icon next to each commit.

🔍 Inspect: [https://vercel.com/brianlovin/security-checklist/ve3ilt3qs](https://vercel.com/brianlovin/security-checklist/ve3ilt3qs)  
✅ Preview: [https://security-checklist-git-dependabot-npmandyarnnext-1001.brianlovin.vercel.app](https://security-checklist-git-dependabot-npmandyarnnext-1001.brianlovin.vercel.app)

",NA,https://api.github.com/repos/brianlovin/security-checklist/issues/657/comments,https://github.com/brianlovin/security-checklist/pull/657#issuecomment-723770733,https://api.github.com/repos/brianlovin/security-checklist/issues/657
brianlovin,security-checklist,738698919,https://api.github.com/repos/brianlovin/security-checklist/issues/comments/723770323,723770323,MDEyOklzc3VlQ29tbWVudDcyMzc3MDMyMw==,35613825,2020-11-09T05:42:16Z,2020-11-09T06:08:45Z,NONE,"This pull request is being automatically deployed with Vercel ([learn more](https://vercel.link/github-learn-more)).  
To see the status of your deployment, click below or on the icon next to each commit.

🔍 Inspect: [https://vercel.com/brianlovin/security-checklist/f7xfktaat](https://vercel.com/brianlovin/security-checklist/f7xfktaat)  
✅ Preview: [https://security-check-git-dependabot-npmandyarneslint-config-ai-d9c495.brianlovin.vercel.app](https://security-check-git-dependabot-npmandyarneslint-config-ai-d9c495.brianlovin.vercel.app)

",NA,https://api.github.com/repos/brianlovin/security-checklist/issues/656/comments,https://github.com/brianlovin/security-checklist/pull/656#issuecomment-723770323,https://api.github.com/repos/brianlovin/security-checklist/issues/656
brianlovin,security-checklist,738697875,https://api.github.com/repos/brianlovin/security-checklist/issues/comments/723769620,723769620,MDEyOklzc3VlQ29tbWVudDcyMzc2OTYyMA==,35613825,2020-11-09T05:40:22Z,2020-11-09T05:51:45Z,NONE,"This pull request is being automatically deployed with Vercel ([learn more](https://vercel.link/github-learn-more)).  
To see the status of your deployment, click below or on the icon next to each commit.

🔍 Inspect: [https://vercel.com/brianlovin/security-checklist/rc58tqgoy](https://vercel.com/brianlovin/security-checklist/rc58tqgoy)  
✅ Preview: [https://security-checkli-git-dependabot-npmandyarnthrottle-debou-d613f6.brianlovin.vercel.app](https://security-checkli-git-dependabot-npmandyarnthrottle-debou-d613f6.brianlovin.vercel.app)

",NA,https://api.github.com/repos/brianlovin/security-checklist/issues/655/comments,https://github.com/brianlovin/security-checklist/pull/655#issuecomment-723769620,https://api.github.com/repos/brianlovin/security-checklist/issues/655
brianlovin,security-checklist,738697458,https://api.github.com/repos/brianlovin/security-checklist/issues/comments/723769348,723769348,MDEyOklzc3VlQ29tbWVudDcyMzc2OTM0OA==,35613825,2020-11-09T05:39:38Z,2020-11-09T18:06:47Z,NONE,"This pull request is being automatically deployed with Vercel ([learn more](https://vercel.link/github-learn-more)).  
To see the status of your deployment, click below or on the icon next to each commit.

🔍 Inspect: [https://vercel.com/brianlovin/security-checklist/ni6gso7ra](https://vercel.com/brianlovin/security-checklist/ni6gso7ra)  
✅ Preview: [https://security-checklist-git-dependabot-npmandyarnnext-seo-4151.brianlovin.vercel.app](https://security-checklist-git-dependabot-npmandyarnnext-seo-4151.brianlovin.vercel.app)

",NA,https://api.github.com/repos/brianlovin/security-checklist/issues/654/comments,https://github.com/brianlovin/security-checklist/pull/654#issuecomment-723769348,https://api.github.com/repos/brianlovin/security-checklist/issues/654
brianlovin,security-checklist,738697458,https://api.github.com/repos/brianlovin/security-checklist/issues/comments/724177725,724177725,MDEyOklzc3VlQ29tbWVudDcyNDE3NzcyNQ==,1923260,2020-11-09T18:01:55Z,2020-11-09T18:01:55Z,OWNER,@dependabot recreate,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/654/comments,https://github.com/brianlovin/security-checklist/pull/654#issuecomment-724177725,https://api.github.com/repos/brianlovin/security-checklist/issues/654
brianlovin,security-checklist,734205852,https://api.github.com/repos/brianlovin/security-checklist/issues/comments/720253042,720253042,MDEyOklzc3VlQ29tbWVudDcyMDI1MzA0Mg==,35613825,2020-11-02T05:53:43Z,2020-11-02T05:57:41Z,NONE,"This pull request is being automatically deployed with Vercel ([learn more](https://vercel.link/github-learn-more)).  
To see the status of your deployment, click below or on the icon next to each commit.

🔍 Inspect: [https://vercel.com/brianlovin/security-checklist/4pq0k065z](https://vercel.com/brianlovin/security-checklist/4pq0k065z)  
✅ Preview: [https://security-checklist-git-dependabot-npmandyarnnext-seo-4150.brianlovin.now.sh](https://security-checklist-git-dependabot-npmandyarnnext-seo-4150.brianlovin.now.sh)

",NA,https://api.github.com/repos/brianlovin/security-checklist/issues/653/comments,https://github.com/brianlovin/security-checklist/pull/653#issuecomment-720253042,https://api.github.com/repos/brianlovin/security-checklist/issues/653
brianlovin,security-checklist,734204988,https://api.github.com/repos/brianlovin/security-checklist/issues/comments/720252447,720252447,MDEyOklzc3VlQ29tbWVudDcyMDI1MjQ0Nw==,35613825,2020-11-02T05:52:00Z,2020-11-02T05:53:59Z,NONE,"This pull request is being automatically deployed with Vercel ([learn more](https://vercel.link/github-learn-more)).  
To see the status of your deployment, click below or on the icon next to each commit.

🔍 Inspect: [https://vercel.com/brianlovin/security-checklist/natzu6eex](https://vercel.com/brianlovin/security-checklist/natzu6eex)  
✅ Preview: [https://security-checklist-git-dependabot-npmandyarnflow-bin-01370.brianlovin.now.sh](https://security-checklist-git-dependabot-npmandyarnflow-bin-01370.brianlovin.now.sh)

",NA,https://api.github.com/repos/brianlovin/security-checklist/issues/652/comments,https://github.com/brianlovin/security-checklist/pull/652#issuecomment-720252447,https://api.github.com/repos/brianlovin/security-checklist/issues/652
brianlovin,security-checklist,734203934,https://api.github.com/repos/brianlovin/security-checklist/issues/comments/720251647,720251647,MDEyOklzc3VlQ29tbWVudDcyMDI1MTY0Nw==,35613825,2020-11-02T05:49:48Z,2020-11-02T05:52:19Z,NONE,"This pull request is being automatically deployed with Vercel ([learn more](https://vercel.link/github-learn-more)).  
To see the status of your deployment, click below or on the icon next to each commit.

🔍 Inspect: [https://vercel.com/brianlovin/security-checklist/o9l3gobi4](https://vercel.com/brianlovin/security-checklist/o9l3gobi4)  
✅ Preview: [https://security-checkli-git-dependabot-npmandyarnthrottle-debou-817687.brianlovin.vercel.app](https://security-checkli-git-dependabot-npmandyarnthrottle-debou-817687.brianlovin.vercel.app)

",NA,https://api.github.com/repos/brianlovin/security-checklist/issues/651/comments,https://github.com/brianlovin/security-checklist/pull/651#issuecomment-720251647,https://api.github.com/repos/brianlovin/security-checklist/issues/651
brianlovin,security-checklist,734203206,https://api.github.com/repos/brianlovin/security-checklist/issues/comments/720251133,720251133,MDEyOklzc3VlQ29tbWVudDcyMDI1MTEzMw==,35613825,2020-11-02T05:48:19Z,2020-11-02T16:24:44Z,NONE,"This pull request is being automatically deployed with Vercel ([learn more](https://vercel.link/github-learn-more)).  
To see the status of your deployment, click below or on the icon next to each commit.

🔍 Inspect: [https://vercel.com/brianlovin/security-checklist/hsmb8b548](https://vercel.com/brianlovin/security-checklist/hsmb8b548)  
✅ Preview: [https://security-checklist-git-dependabot-npmandyarnlint-staged-1051.brianlovin.vercel.app](https://security-checklist-git-dependabot-npmandyarnlint-staged-1051.brianlovin.vercel.app)

",NA,https://api.github.com/repos/brianlovin/security-checklist/issues/650/comments,https://github.com/brianlovin/security-checklist/pull/650#issuecomment-720251133,https://api.github.com/repos/brianlovin/security-checklist/issues/650
brianlovin,security-checklist,734203206,https://api.github.com/repos/brianlovin/security-checklist/issues/comments/720571071,720571071,MDEyOklzc3VlQ29tbWVudDcyMDU3MTA3MQ==,1923260,2020-11-02T16:15:29Z,2020-11-02T16:15:29Z,OWNER,@dependabot recreate,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/650/comments,https://github.com/brianlovin/security-checklist/pull/650#issuecomment-720571071,https://api.github.com/repos/brianlovin/security-checklist/issues/650
brianlovin,security-checklist,730715936,https://api.github.com/repos/brianlovin/security-checklist/issues/comments/717457913,717457913,MDEyOklzc3VlQ29tbWVudDcxNzQ1NzkxMw==,35613825,2020-10-27T18:41:21Z,2020-10-27T18:48:05Z,NONE,"This pull request is being automatically deployed with Vercel ([learn more](https://vercel.link/github-learn-more)).  
To see the status of your deployment, click below or on the icon next to each commit.

🔍 Inspect: [https://vercel.com/brianlovin/security-checklist/74ehkn5wh](https://vercel.com/brianlovin/security-checklist/74ehkn5wh)  
✅ Preview: [https://security-checkl-git-dependabot-npmandyarneslint-config-p-eb8e95.brianlovin.now.sh](https://security-checkl-git-dependabot-npmandyarneslint-config-p-eb8e95.brianlovin.now.sh)

",NA,https://api.github.com/repos/brianlovin/security-checklist/issues/649/comments,https://github.com/brianlovin/security-checklist/pull/649#issuecomment-717457913,https://api.github.com/repos/brianlovin/security-checklist/issues/649
brianlovin,security-checklist,730435939,https://api.github.com/repos/brianlovin/security-checklist/issues/comments/717231401,717231401,MDEyOklzc3VlQ29tbWVudDcxNzIzMTQwMQ==,35613825,2020-10-27T13:09:13Z,2020-10-27T13:22:00Z,NONE,"This pull request is being automatically deployed with Vercel ([learn more](https://vercel.link/github-learn-more)).  
To see the status of your deployment, click below or on the icon next to each commit.

🔍 Inspect: [https://vercel.com/brianlovin/security-checklist/ev5kp58dv](https://vercel.com/brianlovin/security-checklist/ev5kp58dv)  
✅ Preview: [https://security-checklist-git-dependabot-npmandyarncypress-550.brianlovin.vercel.app](https://security-checklist-git-dependabot-npmandyarncypress-550.brianlovin.vercel.app)

",NA,https://api.github.com/repos/brianlovin/security-checklist/issues/648/comments,https://github.com/brianlovin/security-checklist/pull/648#issuecomment-717231401,https://api.github.com/repos/brianlovin/security-checklist/issues/648
brianlovin,security-checklist,730434912,https://api.github.com/repos/brianlovin/security-checklist/issues/comments/717230657,717230657,MDEyOklzc3VlQ29tbWVudDcxNzIzMDY1Nw==,35613825,2020-10-27T13:07:57Z,2020-10-27T13:18:04Z,NONE,"This pull request is being automatically deployed with Vercel ([learn more](https://vercel.link/github-learn-more)).  
To see the status of your deployment, click below or on the icon next to each commit.

🔍 Inspect: [https://vercel.com/brianlovin/security-checklist/kxz83il3c](https://vercel.com/brianlovin/security-checklist/kxz83il3c)  
✅ Preview: [https://security-checklist-git-dependabot-npmandyarnlint-staged-1050.brianlovin.vercel.app](https://security-checklist-git-dependabot-npmandyarnlint-staged-1050.brianlovin.vercel.app)

",NA,https://api.github.com/repos/brianlovin/security-checklist/issues/647/comments,https://github.com/brianlovin/security-checklist/pull/647#issuecomment-717230657,https://api.github.com/repos/brianlovin/security-checklist/issues/647
brianlovin,security-checklist,730434789,https://api.github.com/repos/brianlovin/security-checklist/issues/comments/717230570,717230570,MDEyOklzc3VlQ29tbWVudDcxNzIzMDU3MA==,35613825,2020-10-27T13:07:48Z,2020-10-27T13:26:42Z,NONE,"This pull request is being automatically deployed with Vercel ([learn more](https://vercel.link/github-learn-more)).  
To see the status of your deployment, click below or on the icon next to each commit.

🔍 Inspect: [https://vercel.com/brianlovin/security-checklist/o9746j0b6](https://vercel.com/brianlovin/security-checklist/o9746j0b6)  
✅ Preview: [https://security-checkl-git-dependabot-npmandyarneslint-plugin-j-3b94b9.brianlovin.vercel.app](https://security-checkl-git-dependabot-npmandyarneslint-plugin-j-3b94b9.brianlovin.vercel.app)

",NA,https://api.github.com/repos/brianlovin/security-checklist/issues/646/comments,https://github.com/brianlovin/security-checklist/pull/646#issuecomment-717230570,https://api.github.com/repos/brianlovin/security-checklist/issues/646
brianlovin,security-checklist,729549634,https://api.github.com/repos/brianlovin/security-checklist/issues/comments/716535639,716535639,MDEyOklzc3VlQ29tbWVudDcxNjUzNTYzOQ==,35613825,2020-10-26T13:10:40Z,2020-10-26T13:17:54Z,NONE,"This pull request is being automatically deployed with Vercel ([learn more](https://vercel.link/github-learn-more)).  
To see the status of your deployment, click below or on the icon next to each commit.

🔍 Inspect: [https://vercel.com/brianlovin/security-checklist/gnmpd955n](https://vercel.com/brianlovin/security-checklist/gnmpd955n)  
✅ Preview: [https://security-checkl-git-dependabot-npmandyarneslint-plugin-j-ef9de2.brianlovin.now.sh](https://security-checkl-git-dependabot-npmandyarneslint-plugin-j-ef9de2.brianlovin.now.sh)

",NA,https://api.github.com/repos/brianlovin/security-checklist/issues/645/comments,https://github.com/brianlovin/security-checklist/pull/645#issuecomment-716535639,https://api.github.com/repos/brianlovin/security-checklist/issues/645
brianlovin,security-checklist,727374031,https://api.github.com/repos/brianlovin/security-checklist/issues/comments/714481906,714481906,MDEyOklzc3VlQ29tbWVudDcxNDQ4MTkwNg==,35613825,2020-10-22T13:08:22Z,2020-10-22T13:15:35Z,NONE,"This pull request is being automatically deployed with Vercel ([learn more](https://vercel.link/github-learn-more)).  
To see the status of your deployment, click below or on the icon next to each commit.

🔍 Inspect: [https://vercel.com/brianlovin/security-checklist/oagtutwoe](https://vercel.com/brianlovin/security-checklist/oagtutwoe)  
✅ Preview: [https://security-checkl-git-dependabot-npmandyarneslint-config-p-b749ed.brianlovin.vercel.app](https://security-checkl-git-dependabot-npmandyarneslint-config-p-b749ed.brianlovin.vercel.app)

",NA,https://api.github.com/repos/brianlovin/security-checklist/issues/643/comments,https://github.com/brianlovin/security-checklist/pull/643#issuecomment-714481906,https://api.github.com/repos/brianlovin/security-checklist/issues/643
brianlovin,security-checklist,727374031,https://api.github.com/repos/brianlovin/security-checklist/issues/comments/714486559,714486559,MDEyOklzc3VlQ29tbWVudDcxNDQ4NjU1OQ==,60482665,2020-10-22T13:16:10Z,2020-10-22T13:16:10Z,NONE,"https://security-checklist-oagtutwoe.vercel.app/: <br> <br> <img src=""https://i.lighthouse-metrics.com/v1.jpg?type=scores&values=76,93,93,92,57"" alt=""Lighthouse Scores for https://security-checklist-oagtutwoe.vercel.app/"" width=""500""/>",NA,https://api.github.com/repos/brianlovin/security-checklist/issues/643/comments,https://github.com/brianlovin/security-checklist/pull/643#issuecomment-714486559,https://api.github.com/repos/brianlovin/security-checklist/issues/643
