owner,repo,url,id,node_id,number,title,user_id,state,locked,assignee_id,milestone,comments,created_at,updated_at,closed_at,author_association,active_lock_reason,body,performed_via_github_app,is_pull_request,repository_url,labels_url,comments_url,events_url,html_url,pull_request_url
mbest,knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/62,140706259,MDU6SXNzdWUxNDA3MDYyNTk=,62,"Pure Computed, is this supposed to work?",10804615,closed,FALSE,NA,NA,1,2016-03-14T15:23:52Z,2016-03-14T15:39:26Z,2016-03-14T15:39:00Z,NONE,NA,"I have a pure computed defined as follows

`
self.minDate = ko.pureComputed({

```
    read: function () {

        return minimumDate;

    },
    write: function (v) {
        var p = new Date(v);
        console.log(p);
        if (p < minimumDate()) {
            minimumDate(p);
        }
    },
    owner: self
});
```

`

but when I do {{minDate}} it pastes the functions code, not the value, and if I do {{minDate()}} it executes it on load and gets the initial value, but then it doesn't update of course.  So I'm guessing that pure computeds aren't supported yet?  Or am I doing something wrong?

Also, I'm not sure a pure computed is the proper way to handle what I'm doing, so feel free to enlighten me if I'm just being dumb :)  I am loading multiple datasets from ajax, and just trying to track the min date brought it without redrawing my UI for each record brought back unless the date actually changes.  So when I get the result set back, I iterate it and pass in each date to my pure computed.
",NA,FALSE,https://api.github.com/repos/mbest/knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/62/labels{/name},https://api.github.com/repos/mbest/knockout.punches/issues/62/comments,https://api.github.com/repos/mbest/knockout.punches/issues/62/events,https://github.com/mbest/knockout.punches/issues/62,NA
mbest,knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/61,126260838,MDExOlB1bGxSZXF1ZXN0NTU4MDc3NDE=,61,changed == to === and formatted to jslint standards.,10804615,open,FALSE,NA,NA,8,2016-01-12T19:50:46Z,2016-01-13T22:23:53Z,NA,NONE,NA,"I'm VERY new to git and github, I've been developing in C# and using svn and mercurial for a very long time.  So I decided to pick a project that I could just work on getting more familiar with and try to help with small improvements.  If this isn't how you like to work, or if you'd rather I go learn somewhere else that won't hurt my feelings at all :)

All I did here was pick the smallest function I could find in your code and format it to pass a jslint test, then made sure all of your 100 specs still ran successfully.  Not a huge improvement :)
",NA,TRUE,https://api.github.com/repos/mbest/knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/61/labels{/name},https://api.github.com/repos/mbest/knockout.punches/issues/61/comments,https://api.github.com/repos/mbest/knockout.punches/issues/61/events,https://github.com/mbest/knockout.punches/pull/61,https://api.github.com/repos/mbest/knockout.punches/pulls/61
mbest,knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/60,124786153,MDU6SXNzdWUxMjQ3ODYxNTM=,60,Dynamic binding problem when using html binding,2587216,closed,FALSE,NA,NA,4,2016-01-04T16:06:45Z,2016-01-14T20:16:05Z,2016-01-14T20:16:05Z,NONE,NA,"Hi,

When I write {{something}} to textarea, knockout try to apply binding then it causing error.

{{something}} is not binding expression, it just a text from user input.

How can I prevent this dynamic binding?

``` html
<textarea data-bind=""value:code""></textarea>

Preview:
<div data-bind=""html:code"">

</div>
```
",NA,FALSE,https://api.github.com/repos/mbest/knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/60/labels{/name},https://api.github.com/repos/mbest/knockout.punches/issues/60/comments,https://api.github.com/repos/mbest/knockout.punches/issues/60/events,https://github.com/mbest/knockout.punches/issues/60,NA
mbest,knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/59,114862684,MDU6SXNzdWUxMTQ4NjI2ODQ=,59,Filters with custom bindings,1506553,closed,FALSE,NA,NA,6,2015-11-03T17:05:33Z,2015-11-05T18:28:22Z,2015-11-03T21:32:08Z,NONE,NA,"So I know I can do:

```
<span data-bind=""text: name | fit:20 | uppercase""></span>
```

but what I really want to do is:

```
<div data-bind=""someCustomBinding: data | transform | transform2:param""></div>
```

where data is an array of a known thing, or other complex object. It looks like currently the punches syntax is only supported for text and css.

Is this possible?
",NA,FALSE,https://api.github.com/repos/mbest/knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/59/labels{/name},https://api.github.com/repos/mbest/knockout.punches/issues/59/comments,https://api.github.com/repos/mbest/knockout.punches/issues/59/events,https://github.com/mbest/knockout.punches/issues/59,NA
mbest,knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/58,107774594,MDExOlB1bGxSZXF1ZXN0NDU3MDAyOTU=,58,Add package.json for NPM publish,187963,closed,FALSE,NA,NA,10,2015-09-22T18:37:34Z,2015-10-08T09:37:00Z,2015-09-22T22:33:18Z,CONTRIBUTOR,NA,"As noted in Issue #57, it'd be great if we could get this published as an NPM package for those of us using Browserify/Webpack workflows!

Just needs this merged to add the missing `package.json` file, and an `npm publish` from yourself whilst in the `gh-pages` branch.
",NA,TRUE,https://api.github.com/repos/mbest/knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/58/labels{/name},https://api.github.com/repos/mbest/knockout.punches/issues/58/comments,https://api.github.com/repos/mbest/knockout.punches/issues/58/events,https://github.com/mbest/knockout.punches/pull/58,https://api.github.com/repos/mbest/knockout.punches/pulls/58
mbest,knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/57,106957544,MDU6SXNzdWUxMDY5NTc1NDQ=,57,Publish to NPM,187963,closed,FALSE,NA,NA,1,2015-09-17T10:42:22Z,2015-09-22T22:37:34Z,2015-09-22T22:37:34Z,CONTRIBUTOR,NA,"It'd be great if we could get this published as an NPM package for those of us using Browserify/Webpack workflows!
",NA,FALSE,https://api.github.com/repos/mbest/knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/57/labels{/name},https://api.github.com/repos/mbest/knockout.punches/issues/57/comments,https://api.github.com/repos/mbest/knockout.punches/issues/57/events,https://github.com/mbest/knockout.punches/issues/57,NA
mbest,knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/56,105696439,MDU6SXNzdWUxMDU2OTY0Mzk=,56,Wrapped callbacks are not working?,10756452,closed,FALSE,NA,NA,10,2015-09-09T22:25:56Z,2017-01-23T08:50:59Z,2015-09-09T23:21:35Z,NONE,NA,"Hello! I just started to use your great library!

Unfortunately, looks like wrapped callbacks feature is not working correctly, or I misunderstood its behaviour. If all clicks etc are wrapped in function(){}, my data-bind=""click: window.alert('test')"" should not be called immediately after page loads? Because it alerts as soon as applyBindings goes on.
",NA,FALSE,https://api.github.com/repos/mbest/knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/56/labels{/name},https://api.github.com/repos/mbest/knockout.punches/issues/56/comments,https://api.github.com/repos/mbest/knockout.punches/issues/56/events,https://github.com/mbest/knockout.punches/issues/56,NA
mbest,knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/55,102852539,MDU6SXNzdWUxMDI4NTI1Mzk=,55,Issue with setting 'disabled' property in IE8 with Punches syntax,1928531,open,FALSE,NA,NA,8,2015-08-24T17:48:17Z,2015-08-27T23:53:00Z,NA,NONE,NA,"Given a property on an object:

```
this.locked = ko.pureComputed(function() { return this.data.access() === 'locked' }, this);
```

Bound to the view like this:

```
<button type=""button"" disabled=""{{ locked }}""></button>
```

IE8 (compat mode) will return true in all cases and lock all inputs. This is not the case when using namespaced `attr.disabled` or KO `attr: { disabled:` bindings. Is there any way to remove the attribute altogether when the returned value is falsey? [It's in the spec](http://www.w3.org/TR/html5/infrastructure.html#boolean-attributes)
",NA,FALSE,https://api.github.com/repos/mbest/knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/55/labels{/name},https://api.github.com/repos/mbest/knockout.punches/issues/55/comments,https://api.github.com/repos/mbest/knockout.punches/issues/55/events,https://github.com/mbest/knockout.punches/issues/55,NA
mbest,knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/54,92650295,MDU6SXNzdWU5MjY1MDI5NQ==,54,Incompatible with Swig template engine for node.js?,1706326,closed,FALSE,NA,NA,2,2015-07-02T14:21:39Z,2015-07-03T09:30:16Z,2015-07-03T09:30:11Z,NONE,NA,"I'm using [Swig as a Javascript template engine](http://paularmstrong.github.io/swig/) for node.js which also uses the syntax `{{ variable }}` to print variables from the server side.

It seems there's a conflict using both. Any way to avoid it?
",NA,FALSE,https://api.github.com/repos/mbest/knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/54/labels{/name},https://api.github.com/repos/mbest/knockout.punches/issues/54/comments,https://api.github.com/repos/mbest/knockout.punches/issues/54/events,https://github.com/mbest/knockout.punches/issues/54,NA
mbest,knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/53,92642955,MDU6SXNzdWU5MjY0Mjk1NQ==,53,Not valid HTML markup?,1706326,open,FALSE,NA,NA,5,2015-07-02T13:50:45Z,2015-12-31T17:29:31Z,NA,NONE,NA,"It looks quite nice! I like the approach!
Although it seems that using this plugin the HTML markup won't validate anymore when using things such as:

``` html
<ul>
    {{#foreach: items}}
        <li>The current item is: {{name}}</li>
    {{/foreach}}
</ul>
```

I guess the approach to it is by combining it with knockout binds?

``` html
<ul>
    <!-- foreach: items -->
        <li>The current item is: {{name}}</li>
    <!-- /ko -->
</ul>
```
",NA,FALSE,https://api.github.com/repos/mbest/knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/53/labels{/name},https://api.github.com/repos/mbest/knockout.punches/issues/53/comments,https://api.github.com/repos/mbest/knockout.punches/issues/53/events,https://github.com/mbest/knockout.punches/issues/53,NA
mbest,knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/52,89010079,MDExOlB1bGxSZXF1ZXN0Mzc4OTc0Nzc=,52,Enable filters for the style and css bindings,650662,closed,FALSE,NA,NA,2,2015-06-17T12:59:22Z,2018-04-13T12:13:19Z,2018-04-13T12:13:19Z,NONE,NA,"I noticed that filters don't work for the `style` binding eg:

``` html
<div data-bind=""style: {width: value | someFilter }""></div>
```

I haven't tested thoroughly but it seems that using the same configuration approach as the `attr` binding works. It is possible to achieve this without a PR using:

``` js
ko.punches.namespacedBinding.setDefaultBindingPreprocessor('style', ko.punches.textFilter.preprocessor);
```

I was wondering if there is some reason `css` and `style` bindings haven't been included so far?
",NA,TRUE,https://api.github.com/repos/mbest/knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/52/labels{/name},https://api.github.com/repos/mbest/knockout.punches/issues/52/comments,https://api.github.com/repos/mbest/knockout.punches/issues/52/events,https://github.com/mbest/knockout.punches/pull/52,https://api.github.com/repos/mbest/knockout.punches/pulls/52
mbest,knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/51,88809317,MDU6SXNzdWU4ODgwOTMxNw==,51,Add to website docs: load with requirejs,1928531,open,FALSE,NA,NA,0,2015-06-16T18:54:34Z,2015-06-16T18:58:21Z,NA,NONE,NA,"I wanted to use Knockout punches with requirejs and wondered why a second version of Knockout was being queued; I don't know whether this is evident to frequent require.js users (and I probably won't make the same mistake again), but it took me a while to realize that the module name needed to be changed when (1) `knockout.js` is not a direct child file of the path defined as `baseUrl` in the require.js config, or (2), the `knockout.js` file is defined, eg as `ko` in the `paths` config property.

Eg, for (1), my config says the following:

```
paths: {
   lib: 'lib'
}
```

And I referenced Knockout in `define/require` calls like so:

```
define(['lib/knockout'], function(ko) { ... })
```

So might be worth mentioning on the website.
",NA,FALSE,https://api.github.com/repos/mbest/knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/51/labels{/name},https://api.github.com/repos/mbest/knockout.punches/issues/51/comments,https://api.github.com/repos/mbest/knockout.punches/issues/51/events,https://github.com/mbest/knockout.punches/issues/51,NA
mbest,knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/50,83556643,MDU6SXNzdWU4MzU1NjY0Mw==,50,Punches foreach doesn't work outside tr,1473535,closed,FALSE,NA,NA,4,2015-06-01T15:18:32Z,2015-06-01T19:41:10Z,2015-06-01T19:09:27Z,NONE,NA,"I am trying to use punches in a similar way I would with normal ko syntax. But I found it doesn't like being outside of certain elements. I created a jsfiddle to explain better.

https://jsfiddle.net/bmeyerkc/q1oh0dzu/

It outputs the comment without the inner html wrapped.
",NA,FALSE,https://api.github.com/repos/mbest/knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/50/labels{/name},https://api.github.com/repos/mbest/knockout.punches/issues/50/comments,https://api.github.com/repos/mbest/knockout.punches/issues/50/events,https://github.com/mbest/knockout.punches/issues/50,NA
mbest,knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/49,67803926,MDU6SXNzdWU2NzgwMzkyNg==,49,support multiple css bindings per element,3691895,closed,FALSE,NA,NA,1,2015-04-11T16:26:13Z,2015-04-11T18:13:33Z,2015-04-11T18:13:33Z,NONE,NA,"Knockout data-bind supports multiple css bindings.  It would be helpful for punches to do the same.

**data-bind example**

``` html
<input type=""text"" data-bind=""title: title
    , css: fields.inputsize.value
    , css: fields.color.value
    "" />
```

**desired in punches**

``` html
<input type=""text""
css=""{{fields.inputsize.value}}""
css=""{{fields.color.value}}""
/>
```

**workaround in punches**

``` html
<input type=""text""
css=""{{fields.inputsize.value         +       ' '    +    fields.color.value}}""
/>
```
",NA,FALSE,https://api.github.com/repos/mbest/knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/49/labels{/name},https://api.github.com/repos/mbest/knockout.punches/issues/49/comments,https://api.github.com/repos/mbest/knockout.punches/issues/49/events,https://github.com/mbest/knockout.punches/issues/49,NA
mbest,knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/48,58472981,MDExOlB1bGxSZXF1ZXN0Mjk3NTkxMzA=,48,Add Knockout as dependency in bower.json,822571,closed,FALSE,NA,NA,0,2015-02-21T20:09:34Z,2015-07-29T18:59:56Z,2015-07-29T18:59:56Z,NONE,NA,"Consider adding Bower installation notes in README.md. The reason is because `bower.json` is not found in the master branch but only in the `gh-pages` branch.
",NA,TRUE,https://api.github.com/repos/mbest/knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/48/labels{/name},https://api.github.com/repos/mbest/knockout.punches/issues/48/comments,https://api.github.com/repos/mbest/knockout.punches/issues/48/events,https://github.com/mbest/knockout.punches/pull/48,https://api.github.com/repos/mbest/knockout.punches/pulls/48
mbest,knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/47,57709833,MDExOlB1bGxSZXF1ZXN0MjkzMjY4ODM=,47,Fix for Issue #46 [replaced],1657085,closed,FALSE,NA,NA,1,2015-02-14T22:57:24Z,2015-06-24T19:30:38Z,2015-06-24T19:30:37Z,CONTRIBUTOR,NA,"When this commit https://github.com/mbest/knockout.punches/commit/2981643f801292722f1a80fd73316be8ac4a3151 was accepted and rewritten, the changes made missed executing the function so it's result could be evaluated against the default. This change corrects that oversight.
",NA,TRUE,https://api.github.com/repos/mbest/knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/47/labels{/name},https://api.github.com/repos/mbest/knockout.punches/issues/47/comments,https://api.github.com/repos/mbest/knockout.punches/issues/47/events,https://github.com/mbest/knockout.punches/pull/47,https://api.github.com/repos/mbest/knockout.punches/pulls/47
mbest,knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/46,57708743,MDU6SXNzdWU1NzcwODc0Mw==,46,'Default' filter does not evaluate properly for functions,1657085,closed,FALSE,NA,NA,2,2015-02-14T22:22:24Z,2015-06-24T19:30:18Z,2015-06-24T19:30:18Z,CONTRIBUTOR,NA,"**Expected behavior:**
When a function is specified for a binding, execute the function. If the value returned is null or an empty string, replace the value with the Default Value.

**Actual Behavior:**
When a function is specified for a binding, the function is returned and the Default Value is ignored.
",NA,FALSE,https://api.github.com/repos/mbest/knockout.punches,https://api.github.com/repos/mbest/knockout.punches/issues/46/labels{/name},https://api.github.com/repos/mbest/knockout.punches/issues/46/comments,https://api.github.com/repos/mbest/knockout.punches/issues/46/events,https://github.com/mbest/knockout.punches/issues/46,NA
